"id","statistic_yyy","site_id","birth_order","birth_sex","mother_age","birth_count"
32745,109,"彰化縣員林市","3胎","男","20～24歲",3
32746,109,"彰化縣員林市","3胎","男","25～29歲",7
32747,109,"彰化縣員林市","3胎","男","30～34歲",25
32748,109,"彰化縣員林市","3胎","男","35～39歲",14
32749,109,"彰化縣員林市","3胎","男","40～44歲",0
32750,109,"彰化縣員林市","3胎","男","45～49歲",0
32751,109,"彰化縣員林市","3胎","男","50歲以上",0
32752,109,"彰化縣員林市","4胎","男","未滿15歲",0
32753,109,"彰化縣員林市","4胎","男","15～19歲",0
32754,109,"彰化縣員林市","4胎","男","20～24歲",0
32755,109,"彰化縣員林市","4胎","男","25～29歲",2
32756,109,"彰化縣員林市","4胎","男","30～34歲",4
32757,109,"彰化縣員林市","4胎","男","35～39歲",5
32758,109,"彰化縣員林市","4胎","男","40～44歲",2
32759,109,"彰化縣員林市","4胎","男","45～49歲",0
32760,109,"彰化縣員林市","4胎","男","50歲以上",0
32761,109,"彰化縣員林市","5胎","男","未滿15歲",0
32762,109,"彰化縣員林市","5胎","男","15～19歲",0
32763,109,"彰化縣員林市","5胎","男","20～24歲",0
32764,109,"彰化縣員林市","5胎","男","25～29歲",0
32765,109,"彰化縣員林市","5胎","男","30～34歲",1
32766,109,"彰化縣員林市","5胎","男","35～39歲",0
32767,109,"彰化縣員林市","5胎","男","40～44歲",1
32768,109,"彰化縣員林市","5胎","男","45～49歲",0
32769,109,"彰化縣員林市","5胎","男","50歲以上",0
32770,109,"彰化縣員林市","6胎","男","未滿15歲",0
32771,109,"彰化縣員林市","6胎","男","15～19歲",0
32772,109,"彰化縣員林市","6胎","男","20～24歲",0
32773,109,"彰化縣員林市","6胎","男","25～29歲",1
32774,109,"彰化縣員林市","6胎","男","30～34歲",0
32775,109,"彰化縣員林市","6胎","男","35～39歲",2
32776,109,"彰化縣員林市","6胎","男","40～44歲",1
32777,109,"彰化縣員林市","6胎","男","45～49歲",0
32778,109,"彰化縣員林市","6胎","男","50歲以上",0
32779,109,"彰化縣員林市","7胎","男","未滿15歲",0
32780,109,"彰化縣員林市","7胎","男","15～19歲",0
32781,109,"彰化縣員林市","7胎","男","20～24歲",0
32782,109,"彰化縣員林市","7胎","男","25～29歲",0
32783,109,"彰化縣員林市","7胎","男","30～34歲",0
32784,109,"彰化縣員林市","7胎","男","35～39歲",0
32785,109,"彰化縣員林市","7胎","男","40～44歲",0
32786,109,"彰化縣員林市","7胎","男","45～49歲",0
32787,109,"彰化縣員林市","7胎","男","50歲以上",0
32788,109,"彰化縣員林市","8胎","男","未滿15歲",0
32789,109,"彰化縣員林市","8胎","男","15～19歲",0
32790,109,"彰化縣員林市","8胎","男","20～24歲",0
32791,109,"彰化縣員林市","8胎","男","25～29歲",0
32792,109,"彰化縣員林市","8胎","男","30～34歲",0
32793,109,"彰化縣員林市","8胎","男","35～39歲",0
32794,109,"彰化縣員林市","8胎","男","40～44歲",0
32795,109,"彰化縣員林市","8胎","男","45～49歲",0
32796,109,"彰化縣員林市","8胎","男","50歲以上",0
32797,109,"彰化縣員林市","9胎以上","男","未滿15歲",0
32798,109,"彰化縣員林市","9胎以上","男","15～19歲",0
32799,109,"彰化縣員林市","9胎以上","男","20～24歲",0
32800,109,"彰化縣員林市","9胎以上","男","25～29歲",0
32801,109,"彰化縣員林市","9胎以上","男","30～34歲",0
32802,109,"彰化縣員林市","9胎以上","男","35～39歲",0
32803,109,"彰化縣員林市","9胎以上","男","40～44歲",0
32804,109,"彰化縣員林市","9胎以上","男","45～49歲",0
32805,109,"彰化縣員林市","9胎以上","男","50歲以上",0
32806,109,"彰化縣員林市","1胎","女","未滿15歲",0
32807,109,"彰化縣員林市","1胎","女","15～19歲",7
32808,109,"彰化縣員林市","1胎","女","20～24歲",33
32809,109,"彰化縣員林市","1胎","女","25～29歲",91
32810,109,"彰化縣員林市","1胎","女","30～34歲",106
32811,109,"彰化縣員林市","1胎","女","35～39歲",62
32812,109,"彰化縣員林市","1胎","女","40～44歲",8
32813,109,"彰化縣員林市","1胎","女","45～49歲",1
32814,109,"彰化縣員林市","1胎","女","50歲以上",0
32815,109,"彰化縣員林市","2胎","女","未滿15歲",0
32816,109,"彰化縣員林市","2胎","女","15～19歲",0
32817,109,"彰化縣員林市","2胎","女","20～24歲",5
32818,109,"彰化縣員林市","2胎","女","25～29歲",43
32819,109,"彰化縣員林市","2胎","女","30～34歲",99
32820,109,"彰化縣員林市","2胎","女","35～39歲",53
32821,109,"彰化縣員林市","2胎","女","40～44歲",6
32822,109,"彰化縣員林市","2胎","女","45～49歲",0
32823,109,"彰化縣員林市","2胎","女","50歲以上",1
32824,109,"彰化縣員林市","3胎","女","未滿15歲",0
32825,109,"彰化縣員林市","3胎","女","15～19歲",0
32826,109,"彰化縣員林市","3胎","女","20～24歲",2
32827,109,"彰化縣員林市","3胎","女","25～29歲",4
32828,109,"彰化縣員林市","3胎","女","30～34歲",15
32829,109,"彰化縣員林市","3胎","女","35～39歲",21
32830,109,"彰化縣員林市","3胎","女","40～44歲",6
32831,109,"彰化縣員林市","3胎","女","45～49歲",0
32832,109,"彰化縣員林市","3胎","女","50歲以上",0
32833,109,"彰化縣員林市","4胎","女","未滿15歲",0
32834,109,"彰化縣員林市","4胎","女","15～19歲",0
32835,109,"彰化縣員林市","4胎","女","20～24歲",0
32836,109,"彰化縣員林市","4胎","女","25～29歲",0
32837,109,"彰化縣員林市","4胎","女","30～34歲",1
32838,109,"彰化縣員林市","4胎","女","35～39歲",3
32839,109,"彰化縣員林市","4胎","女","40～44歲",0
32840,109,"彰化縣員林市","4胎","女","45～49歲",0
32841,109,"彰化縣員林市","4胎","女","50歲以上",0
32842,109,"彰化縣員林市","5胎","女","未滿15歲",0
32843,109,"彰化縣員林市","5胎","女","15～19歲",0
32844,109,"彰化縣員林市","5胎","女","20～24歲",0
32845,109,"彰化縣員林市","5胎","女","25～29歲",1
32846,109,"彰化縣員林市","5胎","女","30～34歲",0
32847,109,"彰化縣員林市","5胎","女","35～39歲",1
32848,109,"彰化縣員林市","5胎","女","40～44歲",0
32849,109,"彰化縣員林市","5胎","女","45～49歲",0
32850,109,"彰化縣員林市","5胎","女","50歲以上",0
32851,109,"彰化縣員林市","6胎","女","未滿15歲",0
32852,109,"彰化縣員林市","6胎","女","15～19歲",0
32853,109,"彰化縣員林市","6胎","女","20～24歲",0
32854,109,"彰化縣員林市","6胎","女","25～29歲",0
32855,109,"彰化縣員林市","6胎","女","30～34歲",0
32856,109,"彰化縣員林市","6胎","女","35～39歲",0
32857,109,"彰化縣員林市","6胎","女","40～44歲",0
32858,109,"彰化縣員林市","6胎","女","45～49歲",0
32859,109,"彰化縣員林市","6胎","女","50歲以上",0
32860,109,"彰化縣員林市","7胎","女","未滿15歲",0
32861,109,"彰化縣員林市","7胎","女","15～19歲",0
32862,109,"彰化縣員林市","7胎","女","20～24歲",0
32863,109,"彰化縣員林市","7胎","女","25～29歲",0
32864,109,"彰化縣員林市","7胎","女","30～34歲",0
32865,109,"彰化縣員林市","7胎","女","35～39歲",0
32866,109,"彰化縣員林市","7胎","女","40～44歲",0
32867,109,"彰化縣員林市","7胎","女","45～49歲",0
32868,109,"彰化縣員林市","7胎","女","50歲以上",0
32869,109,"彰化縣員林市","8胎","女","未滿15歲",0
32870,109,"彰化縣員林市","8胎","女","15～19歲",0
32871,109,"彰化縣員林市","8胎","女","20～24歲",0
32872,109,"彰化縣員林市","8胎","女","25～29歲",0
32873,109,"彰化縣員林市","8胎","女","30～34歲",0
32874,109,"彰化縣員林市","8胎","女","35～39歲",0
32875,109,"彰化縣員林市","8胎","女","40～44歲",0
32876,109,"彰化縣員林市","8胎","女","45～49歲",0
32877,109,"彰化縣員林市","8胎","女","50歲以上",0
32878,109,"彰化縣員林市","9胎以上","女","未滿15歲",0
32879,109,"彰化縣員林市","9胎以上","女","15～19歲",0
32880,109,"彰化縣員林市","9胎以上","女","20～24歲",0
32881,109,"彰化縣員林市","9胎以上","女","25～29歲",0
32882,109,"彰化縣員林市","9胎以上","女","30～34歲",0
32883,109,"彰化縣員林市","9胎以上","女","35～39歲",0
32884,109,"彰化縣員林市","9胎以上","女","40～44歲",0
32885,109,"彰化縣員林市","9胎以上","女","45～49歲",0
32886,109,"彰化縣員林市","9胎以上","女","50歲以上",0
32887,109,"彰化縣鹿港鎮","1胎","男","未滿15歲",0
32888,109,"彰化縣鹿港鎮","1胎","男","15～19歲",4
32889,109,"彰化縣鹿港鎮","1胎","男","20～24歲",23
32890,109,"彰化縣鹿港鎮","1胎","男","25～29歲",63
32891,109,"彰化縣鹿港鎮","1胎","男","30～34歲",72
32892,109,"彰化縣鹿港鎮","1胎","男","35～39歲",39
32893,109,"彰化縣鹿港鎮","1胎","男","40～44歲",3
32894,109,"彰化縣鹿港鎮","1胎","男","45～49歲",0
32895,109,"彰化縣鹿港鎮","1胎","男","50歲以上",0
32896,109,"彰化縣鹿港鎮","2胎","男","未滿15歲",0
32897,109,"彰化縣鹿港鎮","2胎","男","15～19歲",2
32898,109,"彰化縣鹿港鎮","2胎","男","20～24歲",8
32899,109,"彰化縣鹿港鎮","2胎","男","25～29歲",34
32900,109,"彰化縣鹿港鎮","2胎","男","30～34歲",54
32901,109,"彰化縣鹿港鎮","2胎","男","35～39歲",39
32902,109,"彰化縣鹿港鎮","2胎","男","40～44歲",7
32903,109,"彰化縣鹿港鎮","2胎","男","45～49歲",0
32904,109,"彰化縣鹿港鎮","2胎","男","50歲以上",0
32905,109,"彰化縣鹿港鎮","3胎","男","未滿15歲",0
32906,109,"彰化縣鹿港鎮","3胎","男","15～19歲",1
32907,109,"彰化縣鹿港鎮","3胎","男","20～24歲",3
32908,109,"彰化縣鹿港鎮","3胎","男","25～29歲",11
32909,109,"彰化縣鹿港鎮","3胎","男","30～34歲",21
32910,109,"彰化縣鹿港鎮","3胎","男","35～39歲",15
32911,109,"彰化縣鹿港鎮","3胎","男","40～44歲",2
32912,109,"彰化縣鹿港鎮","3胎","男","45～49歲",0
32913,109,"彰化縣鹿港鎮","3胎","男","50歲以上",0
32914,109,"彰化縣鹿港鎮","4胎","男","未滿15歲",0
32915,109,"彰化縣鹿港鎮","4胎","男","15～19歲",0
32916,109,"彰化縣鹿港鎮","4胎","男","20～24歲",0
32917,109,"彰化縣鹿港鎮","4胎","男","25～29歲",1
32918,109,"彰化縣鹿港鎮","4胎","男","30～34歲",2
32919,109,"彰化縣鹿港鎮","4胎","男","35～39歲",5
32920,109,"彰化縣鹿港鎮","4胎","男","40～44歲",1
32921,109,"彰化縣鹿港鎮","4胎","男","45～49歲",0
32922,109,"彰化縣鹿港鎮","4胎","男","50歲以上",0
32923,109,"彰化縣鹿港鎮","5胎","男","未滿15歲",0
32924,109,"彰化縣鹿港鎮","5胎","男","15～19歲",0
32925,109,"彰化縣鹿港鎮","5胎","男","20～24歲",0
32926,109,"彰化縣鹿港鎮","5胎","男","25～29歲",1
32927,109,"彰化縣鹿港鎮","5胎","男","30～34歲",0
32928,109,"彰化縣鹿港鎮","5胎","男","35～39歲",2
32929,109,"彰化縣鹿港鎮","5胎","男","40～44歲",0
32930,109,"彰化縣鹿港鎮","5胎","男","45～49歲",0
32931,109,"彰化縣鹿港鎮","5胎","男","50歲以上",0
32932,109,"彰化縣鹿港鎮","6胎","男","未滿15歲",0
32933,109,"彰化縣鹿港鎮","6胎","男","15～19歲",0
32934,109,"彰化縣鹿港鎮","6胎","男","20～24歲",0
32935,109,"彰化縣鹿港鎮","6胎","男","25～29歲",0
32936,109,"彰化縣鹿港鎮","6胎","男","30～34歲",0
32937,109,"彰化縣鹿港鎮","6胎","男","35～39歲",0
32938,109,"彰化縣鹿港鎮","6胎","男","40～44歲",0
32939,109,"彰化縣鹿港鎮","6胎","男","45～49歲",0
32940,109,"彰化縣鹿港鎮","6胎","男","50歲以上",0
32941,109,"彰化縣鹿港鎮","7胎","男","未滿15歲",0
32942,109,"彰化縣鹿港鎮","7胎","男","15～19歲",0
32943,109,"彰化縣鹿港鎮","7胎","男","20～24歲",0
32944,109,"彰化縣鹿港鎮","7胎","男","25～29歲",0
32945,109,"彰化縣鹿港鎮","7胎","男","30～34歲",0
32946,109,"彰化縣鹿港鎮","7胎","男","35～39歲",0
32947,109,"彰化縣鹿港鎮","7胎","男","40～44歲",0
32948,109,"彰化縣鹿港鎮","7胎","男","45～49歲",0
32949,109,"彰化縣鹿港鎮","7胎","男","50歲以上",0
32950,109,"彰化縣鹿港鎮","8胎","男","未滿15歲",0
32951,109,"彰化縣鹿港鎮","8胎","男","15～19歲",0
32952,109,"彰化縣鹿港鎮","8胎","男","20～24歲",0
32953,109,"彰化縣鹿港鎮","8胎","男","25～29歲",0
32954,109,"彰化縣鹿港鎮","8胎","男","30～34歲",0
32955,109,"彰化縣鹿港鎮","8胎","男","35～39歲",0
32956,109,"彰化縣鹿港鎮","8胎","男","40～44歲",0
32957,109,"彰化縣鹿港鎮","8胎","男","45～49歲",0
32958,109,"彰化縣鹿港鎮","8胎","男","50歲以上",0
32959,109,"彰化縣鹿港鎮","9胎以上","男","未滿15歲",0
32960,109,"彰化縣鹿港鎮","9胎以上","男","15～19歲",0
32961,109,"彰化縣鹿港鎮","9胎以上","男","20～24歲",0
32962,109,"彰化縣鹿港鎮","9胎以上","男","25～29歲",0
32963,109,"彰化縣鹿港鎮","9胎以上","男","30～34歲",0
32964,109,"彰化縣鹿港鎮","9胎以上","男","35～39歲",0
32965,109,"彰化縣鹿港鎮","9胎以上","男","40～44歲",0
32966,109,"彰化縣鹿港鎮","9胎以上","男","45～49歲",0
32967,109,"彰化縣鹿港鎮","9胎以上","男","50歲以上",0
32968,109,"彰化縣鹿港鎮","1胎","女","未滿15歲",0
32969,109,"彰化縣鹿港鎮","1胎","女","15～19歲",4
32970,109,"彰化縣鹿港鎮","1胎","女","20～24歲",32
32971,109,"彰化縣鹿港鎮","1胎","女","25～29歲",59
32972,109,"彰化縣鹿港鎮","1胎","女","30～34歲",70
32973,109,"彰化縣鹿港鎮","1胎","女","35～39歲",22
32974,109,"彰化縣鹿港鎮","1胎","女","40～44歲",4
32975,109,"彰化縣鹿港鎮","1胎","女","45～49歲",0
32976,109,"彰化縣鹿港鎮","1胎","女","50歲以上",0
32977,109,"彰化縣鹿港鎮","2胎","女","未滿15歲",0
32978,109,"彰化縣鹿港鎮","2胎","女","15～19歲",0
32979,109,"彰化縣鹿港鎮","2胎","女","20～24歲",11
32980,109,"彰化縣鹿港鎮","2胎","女","25～29歲",26
32981,109,"彰化縣鹿港鎮","2胎","女","30～34歲",60
32982,109,"彰化縣鹿港鎮","2胎","女","35～39歲",38
32983,109,"彰化縣鹿港鎮","2胎","女","40～44歲",7
32984,109,"彰化縣鹿港鎮","2胎","女","45～49歲",0
32985,109,"彰化縣鹿港鎮","2胎","女","50歲以上",0
32986,109,"彰化縣鹿港鎮","3胎","女","未滿15歲",0
32987,109,"彰化縣鹿港鎮","3胎","女","15～19歲",0
32988,109,"彰化縣鹿港鎮","3胎","女","20～24歲",2
32989,109,"彰化縣鹿港鎮","3胎","女","25～29歲",9
32990,109,"彰化縣鹿港鎮","3胎","女","30～34歲",18
32991,109,"彰化縣鹿港鎮","3胎","女","35～39歲",14
32992,109,"彰化縣鹿港鎮","3胎","女","40～44歲",6
32993,109,"彰化縣鹿港鎮","3胎","女","45～49歲",0
32994,109,"彰化縣鹿港鎮","3胎","女","50歲以上",0
32995,109,"彰化縣鹿港鎮","4胎","女","未滿15歲",0
32996,109,"彰化縣鹿港鎮","4胎","女","15～19歲",0
32997,109,"彰化縣鹿港鎮","4胎","女","20～24歲",0
32998,109,"彰化縣鹿港鎮","4胎","女","25～29歲",0
32999,109,"彰化縣鹿港鎮","4胎","女","30～34歲",1
33000,109,"彰化縣鹿港鎮","4胎","女","35～39歲",8
33001,109,"彰化縣鹿港鎮","4胎","女","40～44歲",3
33002,109,"彰化縣鹿港鎮","4胎","女","45～49歲",0
33003,109,"彰化縣鹿港鎮","4胎","女","50歲以上",0
33004,109,"彰化縣鹿港鎮","5胎","女","未滿15歲",0
33005,109,"彰化縣鹿港鎮","5胎","女","15～19歲",0
33006,109,"彰化縣鹿港鎮","5胎","女","20～24歲",0
33007,109,"彰化縣鹿港鎮","5胎","女","25～29歲",1
33008,109,"彰化縣鹿港鎮","5胎","女","30～34歲",1
33009,109,"彰化縣鹿港鎮","5胎","女","35～39歲",1
33010,109,"彰化縣鹿港鎮","5胎","女","40～44歲",1
33011,109,"彰化縣鹿港鎮","5胎","女","45～49歲",0
33012,109,"彰化縣鹿港鎮","5胎","女","50歲以上",0
33013,109,"彰化縣鹿港鎮","6胎","女","未滿15歲",0
33014,109,"彰化縣鹿港鎮","6胎","女","15～19歲",0
33015,109,"彰化縣鹿港鎮","6胎","女","20～24歲",0
33016,109,"彰化縣鹿港鎮","6胎","女","25～29歲",0
33017,109,"彰化縣鹿港鎮","6胎","女","30～34歲",0
33018,109,"彰化縣鹿港鎮","6胎","女","35～39歲",0
33019,109,"彰化縣鹿港鎮","6胎","女","40～44歲",0
33020,109,"彰化縣鹿港鎮","6胎","女","45～49歲",0
33021,109,"彰化縣鹿港鎮","6胎","女","50歲以上",0
33022,109,"彰化縣鹿港鎮","7胎","女","未滿15歲",0
33023,109,"彰化縣鹿港鎮","7胎","女","15～19歲",0
33024,109,"彰化縣鹿港鎮","7胎","女","20～24歲",0
33025,109,"彰化縣鹿港鎮","7胎","女","25～29歲",0
33026,109,"彰化縣鹿港鎮","7胎","女","30～34歲",0
33027,109,"彰化縣鹿港鎮","7胎","女","35～39歲",0
33028,109,"彰化縣鹿港鎮","7胎","女","40～44歲",0
33029,109,"彰化縣鹿港鎮","7胎","女","45～49歲",0
33030,109,"彰化縣鹿港鎮","7胎","女","50歲以上",0
33031,109,"彰化縣鹿港鎮","8胎","女","未滿15歲",0
33032,109,"彰化縣鹿港鎮","8胎","女","15～19歲",0
33033,109,"彰化縣鹿港鎮","8胎","女","20～24歲",0
33034,109,"彰化縣鹿港鎮","8胎","女","25～29歲",0
33035,109,"彰化縣鹿港鎮","8胎","女","30～34歲",0
33036,109,"彰化縣鹿港鎮","8胎","女","35～39歲",0
33037,109,"彰化縣鹿港鎮","8胎","女","40～44歲",0
33038,109,"彰化縣鹿港鎮","8胎","女","45～49歲",0
33039,109,"彰化縣鹿港鎮","8胎","女","50歲以上",0
33040,109,"彰化縣鹿港鎮","9胎以上","女","未滿15歲",0
33041,109,"彰化縣鹿港鎮","9胎以上","女","15～19歲",0
33042,109,"彰化縣鹿港鎮","9胎以上","女","20～24歲",0
33043,109,"彰化縣鹿港鎮","9胎以上","女","25～29歲",0
33044,109,"彰化縣鹿港鎮","9胎以上","女","30～34歲",0
33045,109,"彰化縣鹿港鎮","9胎以上","女","35～39歲",0
33046,109,"彰化縣鹿港鎮","9胎以上","女","40～44歲",0
33047,109,"彰化縣鹿港鎮","9胎以上","女","45～49歲",0
33048,109,"彰化縣鹿港鎮","9胎以上","女","50歲以上",0
33049,109,"彰化縣和美鎮","1胎","男","未滿15歲",0
33050,109,"彰化縣和美鎮","1胎","男","15～19歲",2
33051,109,"彰化縣和美鎮","1胎","男","20～24歲",24
33052,109,"彰化縣和美鎮","1胎","男","25～29歲",79
33053,109,"彰化縣和美鎮","1胎","男","30～34歲",100
33054,109,"彰化縣和美鎮","1胎","男","35～39歲",49
33055,109,"彰化縣和美鎮","1胎","男","40～44歲",7
33056,109,"彰化縣和美鎮","1胎","男","45～49歲",0
33057,109,"彰化縣和美鎮","1胎","男","50歲以上",0
33058,109,"彰化縣和美鎮","2胎","男","未滿15歲",0
33059,109,"彰化縣和美鎮","2胎","男","15～19歲",0
33060,109,"彰化縣和美鎮","2胎","男","20～24歲",10
33061,109,"彰化縣和美鎮","2胎","男","25～29歲",44
33062,109,"彰化縣和美鎮","2胎","男","30～34歲",68
33063,109,"彰化縣和美鎮","2胎","男","35～39歲",41
33064,109,"彰化縣和美鎮","2胎","男","40～44歲",8
33065,109,"彰化縣和美鎮","2胎","男","45～49歲",0
33066,109,"彰化縣和美鎮","2胎","男","50歲以上",0
33067,109,"彰化縣和美鎮","3胎","男","未滿15歲",0
33068,109,"彰化縣和美鎮","3胎","男","15～19歲",1
33069,109,"彰化縣和美鎮","3胎","男","20～24歲",6
33070,109,"彰化縣和美鎮","3胎","男","25～29歲",5
33071,109,"彰化縣和美鎮","3胎","男","30～34歲",11
33072,109,"彰化縣和美鎮","3胎","男","35～39歲",15
33073,109,"彰化縣和美鎮","3胎","男","40～44歲",4
33074,109,"彰化縣和美鎮","3胎","男","45～49歲",0
33075,109,"彰化縣和美鎮","3胎","男","50歲以上",0
33076,109,"彰化縣和美鎮","4胎","男","未滿15歲",0
33077,109,"彰化縣和美鎮","4胎","男","15～19歲",0
33078,109,"彰化縣和美鎮","4胎","男","20～24歲",0
33079,109,"彰化縣和美鎮","4胎","男","25～29歲",0
33080,109,"彰化縣和美鎮","4胎","男","30～34歲",2
33081,109,"彰化縣和美鎮","4胎","男","35～39歲",4
33082,109,"彰化縣和美鎮","4胎","男","40～44歲",2
33083,109,"彰化縣和美鎮","4胎","男","45～49歲",0
33084,109,"彰化縣和美鎮","4胎","男","50歲以上",0
33085,109,"彰化縣和美鎮","5胎","男","未滿15歲",0
33086,109,"彰化縣和美鎮","5胎","男","15～19歲",0
33087,109,"彰化縣和美鎮","5胎","男","20～24歲",0
33088,109,"彰化縣和美鎮","5胎","男","25～29歲",0
33089,109,"彰化縣和美鎮","5胎","男","30～34歲",0
33090,109,"彰化縣和美鎮","5胎","男","35～39歲",2
33091,109,"彰化縣和美鎮","5胎","男","40～44歲",0
33092,109,"彰化縣和美鎮","5胎","男","45～49歲",0
33093,109,"彰化縣和美鎮","5胎","男","50歲以上",0
33094,109,"彰化縣和美鎮","6胎","男","未滿15歲",0
33095,109,"彰化縣和美鎮","6胎","男","15～19歲",0
33096,109,"彰化縣和美鎮","6胎","男","20～24歲",0
33097,109,"彰化縣和美鎮","6胎","男","25～29歲",0
33098,109,"彰化縣和美鎮","6胎","男","30～34歲",0
33099,109,"彰化縣和美鎮","6胎","男","35～39歲",0
33100,109,"彰化縣和美鎮","6胎","男","40～44歲",1
33101,109,"彰化縣和美鎮","6胎","男","45～49歲",0
33102,109,"彰化縣和美鎮","6胎","男","50歲以上",0
33103,109,"彰化縣和美鎮","7胎","男","未滿15歲",0
33104,109,"彰化縣和美鎮","7胎","男","15～19歲",0
33105,109,"彰化縣和美鎮","7胎","男","20～24歲",0
33106,109,"彰化縣和美鎮","7胎","男","25～29歲",0
33107,109,"彰化縣和美鎮","7胎","男","30～34歲",0
33108,109,"彰化縣和美鎮","7胎","男","35～39歲",0
33109,109,"彰化縣和美鎮","7胎","男","40～44歲",0
33110,109,"彰化縣和美鎮","7胎","男","45～49歲",0
33111,109,"彰化縣和美鎮","7胎","男","50歲以上",0
33112,109,"彰化縣和美鎮","8胎","男","未滿15歲",0
33113,109,"彰化縣和美鎮","8胎","男","15～19歲",0
33114,109,"彰化縣和美鎮","8胎","男","20～24歲",0
33115,109,"彰化縣和美鎮","8胎","男","25～29歲",0
33116,109,"彰化縣和美鎮","8胎","男","30～34歲",0
33117,109,"彰化縣和美鎮","8胎","男","35～39歲",0
33118,109,"彰化縣和美鎮","8胎","男","40～44歲",0
33119,109,"彰化縣和美鎮","8胎","男","45～49歲",0
33120,109,"彰化縣和美鎮","8胎","男","50歲以上",0
33121,109,"彰化縣和美鎮","9胎以上","男","未滿15歲",0
33122,109,"彰化縣和美鎮","9胎以上","男","15～19歲",0
33123,109,"彰化縣和美鎮","9胎以上","男","20～24歲",0
33124,109,"彰化縣和美鎮","9胎以上","男","25～29歲",0
33125,109,"彰化縣和美鎮","9胎以上","男","30～34歲",0
33126,109,"彰化縣和美鎮","9胎以上","男","35～39歲",0
33127,109,"彰化縣和美鎮","9胎以上","男","40～44歲",0
33128,109,"彰化縣和美鎮","9胎以上","男","45～49歲",0
33129,109,"彰化縣和美鎮","9胎以上","男","50歲以上",0
33130,109,"彰化縣和美鎮","1胎","女","未滿15歲",0
33131,109,"彰化縣和美鎮","1胎","女","15～19歲",4
33132,109,"彰化縣和美鎮","1胎","女","20～24歲",19
33133,109,"彰化縣和美鎮","1胎","女","25～29歲",70
33134,109,"彰化縣和美鎮","1胎","女","30～34歲",62
33135,109,"彰化縣和美鎮","1胎","女","35～39歲",32
33136,109,"彰化縣和美鎮","1胎","女","40～44歲",2
33137,109,"彰化縣和美鎮","1胎","女","45～49歲",0
33138,109,"彰化縣和美鎮","1胎","女","50歲以上",0
33139,109,"彰化縣和美鎮","2胎","女","未滿15歲",0
33140,109,"彰化縣和美鎮","2胎","女","15～19歲",1
33141,109,"彰化縣和美鎮","2胎","女","20～24歲",13
33142,109,"彰化縣和美鎮","2胎","女","25～29歲",27
33143,109,"彰化縣和美鎮","2胎","女","30～34歲",60
33144,109,"彰化縣和美鎮","2胎","女","35～39歲",37
33145,109,"彰化縣和美鎮","2胎","女","40～44歲",3
33146,109,"彰化縣和美鎮","2胎","女","45～49歲",0
33147,109,"彰化縣和美鎮","2胎","女","50歲以上",0
33148,109,"彰化縣和美鎮","3胎","女","未滿15歲",0
33149,109,"彰化縣和美鎮","3胎","女","15～19歲",0
33150,109,"彰化縣和美鎮","3胎","女","20～24歲",1
33151,109,"彰化縣和美鎮","3胎","女","25～29歲",6
33152,109,"彰化縣和美鎮","3胎","女","30～34歲",15
33153,109,"彰化縣和美鎮","3胎","女","35～39歲",17
33154,109,"彰化縣和美鎮","3胎","女","40～44歲",5
33155,109,"彰化縣和美鎮","3胎","女","45～49歲",0
33156,109,"彰化縣和美鎮","3胎","女","50歲以上",0
33157,109,"彰化縣和美鎮","4胎","女","未滿15歲",0
33158,109,"彰化縣和美鎮","4胎","女","15～19歲",0
33159,109,"彰化縣和美鎮","4胎","女","20～24歲",0
33160,109,"彰化縣和美鎮","4胎","女","25～29歲",0
33161,109,"彰化縣和美鎮","4胎","女","30～34歲",3
33162,109,"彰化縣和美鎮","4胎","女","35～39歲",2
33163,109,"彰化縣和美鎮","4胎","女","40～44歲",1
33164,109,"彰化縣和美鎮","4胎","女","45～49歲",0
33165,109,"彰化縣和美鎮","4胎","女","50歲以上",0
33166,109,"彰化縣和美鎮","5胎","女","未滿15歲",0
33167,109,"彰化縣和美鎮","5胎","女","15～19歲",0
33168,109,"彰化縣和美鎮","5胎","女","20～24歲",0
33169,109,"彰化縣和美鎮","5胎","女","25～29歲",1
33170,109,"彰化縣和美鎮","5胎","女","30～34歲",1
33171,109,"彰化縣和美鎮","5胎","女","35～39歲",0
33172,109,"彰化縣和美鎮","5胎","女","40～44歲",0
33173,109,"彰化縣和美鎮","5胎","女","45～49歲",0
33174,109,"彰化縣和美鎮","5胎","女","50歲以上",0
33175,109,"彰化縣和美鎮","6胎","女","未滿15歲",0
33176,109,"彰化縣和美鎮","6胎","女","15～19歲",0
33177,109,"彰化縣和美鎮","6胎","女","20～24歲",0
33178,109,"彰化縣和美鎮","6胎","女","25～29歲",0
33179,109,"彰化縣和美鎮","6胎","女","30～34歲",0
33180,109,"彰化縣和美鎮","6胎","女","35～39歲",0
33181,109,"彰化縣和美鎮","6胎","女","40～44歲",0
33182,109,"彰化縣和美鎮","6胎","女","45～49歲",0
33183,109,"彰化縣和美鎮","6胎","女","50歲以上",0
33184,109,"彰化縣和美鎮","7胎","女","未滿15歲",0
33185,109,"彰化縣和美鎮","7胎","女","15～19歲",0
33186,109,"彰化縣和美鎮","7胎","女","20～24歲",0
33187,109,"彰化縣和美鎮","7胎","女","25～29歲",0
33188,109,"彰化縣和美鎮","7胎","女","30～34歲",0
